PG.ProteinGroups,PG.Genes,Brain_C9FTLD_TDP_1,Brain_C9FTLD_TDP_2,Brain_C9FTLD_TDP_3,Brain_C9FTLD_TDP_4,Brain_C9FTLD_TDP_5,Brain_C9FTLD_TDP_6,Brain_C9FTLD_TDP_7,Brain_C9FTLD_TDP_8,Brain_C9FTLD_TDP_9,Brain_C9FTLD_TDP_10,Brain_Control_1,Brain_Control_2,Brain_Control_3,Brain_Control_4,Brain_Control_5,Brain_Control_6,Brain_Control_7,Brain_Control_8,Brain_Control_9,Brain_Control_10,[6] 131115P.PG.Quantity,[16] 131118P.PG.Quantity,[26] 4900020P.PG.Quantity,[31] 4900056P.PG.Quantity,[5] 131115C.PG.Quantity,[11] 131118C.PG.Quantity,[21] 4900020C.PG.Quantity,[31] 4900056C.PG.Quantity
Q9UHN6;Q9UHN6,CEMIP2,5339.705566,2086.178223,11922.50586,18149.21289,6736.880859,16834.7832,16019.97754,9690.711914,14543.5332,11365.28516,20082.02344,9135.5625,8397.762695,15424.35059,14568.6709,11487.94434,10750.6416,15141.84082,NaN,14398.45996,33718.64551,16155.18555,,,,,,
Q9UHP3;Q9UHP3,USP25,NaN,NaN,NaN,NaN,NaN,4948.224121,NaN,NaN,3849.997559,NaN,5238.493164,NaN,3214.113525,10009.68359,13233.0957,6951.339355,8082.311035,25418.64258,41977.16406,11240.54004,,,,,,,,
Q9UHQ4;Q9UHQ4,BCAP29,26404.51367,11583.0293,39938.65625,69448.82031,33188.41797,49466.19531,83812.74219,37406.9375,64067.31641,68788.17188,84468.5625,87852.0625,55643.21094,109365.4844,100854.625,65428.48047,86865.34375,76374.99219,28555.12695,68911.17969,23810.54541,28806.04639,,,,,,
Q9UHQ9;Q9UHQ9,CYB5R1,104325.0938,47315.49609,93177.85156,363356.875,134419.4531,208951.5625,300737.5313,238116.3906,214927.6719,300053.875,391020.25,352827.125,249498.7813,413155.9375,480359.3438,255958.5469,376922.3125,284095.7188,177744.2344,361702.3125,106932.5547,73170.44629,9688.573242,8633.44751,51244456,62894.75781,,
Q9UHR4;Q9UHR4,BAIAP2L1,NaN,NaN,NaN,NaN,NaN,8757.706055,NaN,1958.429688,NaN,NaN,8289.013672,7342.717285,NaN,NaN,49106.44531,NaN,NaN,3645.532471,NaN,30182.42969,,150806.5303,21268.36719,,3713.844238,4113.830078,,
Q9UHR5;Q9UHR5,SAP30BP,NaN,NaN,NaN,NaN,1190.688721,NaN,NaN,37505.82031,NaN,2230.331055,NaN,NaN,755.7015381,NaN,NaN,NaN,NaN,NaN,NaN,3487.72583,329.4025574,,,,,,,
Q9UHR6;Q9UHR6,ZNHIT2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q9UHV7;Q9UHV7,MED13,101036.1172,175846.5156,1671088.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,760499.0625,604125.5,NaN,NaN,NaN,363730.5313,NaN,NaN,NaN,NaN,,81891.21875,,,,,,
Q9UHV9;Q9UHV9,PFDN2,24842.21289,9201.464844,48726.20703,23651.86914,14878.86035,18947.68555,NaN,23091.86328,17227.92578,19665.44531,32082.99219,33797.58203,NaN,54293.17188,47738.93359,17590.34766,34661.41016,20452.12891,16498.07227,28757.02344,34843.82471,12529.21814,,,,34236.56641,,
Q9UHW5;Q9UHW5,GPN3,1445.271973,NaN,5658.689941,NaN,3946.702393,51041.52734,139701.0469,NaN,579715.5,7164.895996,NaN,4663.478516,3294.88916,6152.282715,23773.81641,NaN,NaN,NaN,NaN,NaN,,,,,,23857.5918,,
Q9UHW9;Q9UHW9,SLC12A6,103131.1484,103805.8906,8039.842285,85687.42188,8995.334961,77360.57813,267492.9375,94735.96875,NaN,2965.193604,200437.7344,202009.9844,100112.5625,20755.12109,9703.339844,15805.03809,40677.78516,42253.51953,58707.66016,NaN,24937.04102,2206.87793,,,,,,
Q9UHX1;Q9UHX1,PUF60,18944.06641,10123.06738,54182.83984,66175.64844,21206.63672,34525.5,55020.99219,23663.72656,47797.64063,35929.58203,58007.16797,65104.10938,28126.41992,61841.18359,51019.10938,44848.3125,58588.51563,44940.54688,43162.61328,60733.41406,20775.16748,,40336.47363,76847.93896,39107.72021,1454.087769,3572.796387,33862.50781
Q9UHX3;Q9UHX3,ADGRE2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4224.883301,,,,,,6917.926758,
Q9UHY1;Q9UHY1,NRBP1,4081.545166,2004.14563,10270.02832,15749.28223,7267.327637,8128.744141,8058.280762,5040.01416,20749.84766,11727.76758,22923.37109,19588.42969,17293.69922,92108.99219,104070.8906,38982.73438,62695.88672,66495.60938,70586.63281,43637.29297,13412.21936,9732.173584,,,,,,
Q9UHY7;Q9UHY7,ENOPH1,295966.9688,255037.8125,849784,1070849.125,476005.25,854622.5,1095941.375,556222.9375,1016174.625,490609.125,971920.0625,922620.0625,541914.4375,1062550.625,960644.75,725791.5,943781.25,801507.75,683649.5,1100870.875,122517.9834,55831.18164,27618.32129,13116.95923,20083.92944,20508.15918,10298.62378,12459.19971
Q9UHY8;Q9UHY8,FEZ2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2472.574463,14270.93457,,,,,,
Q9UI08;Q9UI08,EVL,4996.78125,4738.332031,17893.67773,31334.4668,13565.50293,21869.75195,28733.45508,11804.61035,25729.37109,31056.67578,25129.27344,30631.41602,22188.59375,40183.14453,41882.00781,26071.9668,38557.51953,42448.53125,28430.39063,47293.26563,4241.212219,812.5539551,1125.08606,,,,,
Q9UI09;Q9UI09,NDUFA12,265781.7188,137972,452446.0313,651516.1875,376879.4375,402936.7188,414165.3125,472589.1875,442992.25,924154.75,957603.9375,587657.5,576727.375,319881.625,656773.25,678909.0625,286515.6563,903840.5625,386127.7813,924057.75,38596.98438,68474.79492,,,,,,
Q9UI10;Q9UI10,EIF2B4,13187.03711,NaN,18293.08203,NaN,NaN,2865.859863,16738.13281,1706.733276,11011.87891,NaN,8540.413086,17653.96484,9079.332031,16469.22266,27553.78711,16260.21777,13254.52051,14828.1416,15323.63965,9974.517578,31261.44971,10086.51953,3631.219971,,,,,
Q9UI12;Q9UI12,ATP6V1H,134474.125,46057.01563,177836.375,328559.3125,157880.5156,193376.8281,274213.7188,236415.375,293838.875,349611.9063,365256.6563,437691.4688,320943.0938,506902.5938,547596.8125,274718.0625,376369.125,282939.8438,169734.9844,347052.1563,13018.61292,5470.161621,,,,,,
Q9UI14;Q9UI14,RABAC1,5270.08252,2766.862061,9200.764648,26684.92773,13120.58301,20774.60156,NaN,NaN,21447.55469,15718.49023,37128.87109,40993.67969,11725.07422,27017.80078,35320.70703,23888.21875,39063.04688,23393.91992,15108.72266,40562.42578,,,,,,,,
Q9UI15;Q9UI15,TAGLN3,309176.1563,257034.6563,408986.0313,762046,394062.125,718201.625,401266.5313,581609.25,523155.375,761724.5,756485.0625,924715.3125,844115.5,1056424.5,1345187.125,634369.5625,1094073.5,912529.125,374259.4063,1171968.875,103659.458,611906.5195,79810,45522.01172,18430.80707,9480.148254,9990.674072,7154.721558
Q9UI26;Q9UI26,IPO11,938.5656738,NaN,3346.828369,7305.785156,NaN,3895.17627,6696.790527,NaN,5736.849121,2057.683105,2098.421875,13927.49316,NaN,11747.59863,16137.77637,11086.58105,13086.4834,10421.97168,10354.55176,10427.27148,4223.293152,1045.834839,,,,,,
Q9UI30;Q9UI30,TRMT112,6165.594727,5337.32666,7065.053711,36703.65625,15485.05273,24997.24023,18758.33398,19527.6582,20547.61523,7619.994141,24911.75781,11781.26172,16868.41992,25676.23438,24827.35156,19365.99609,30808.26953,18432.47852,20824.22461,21862.16211,13791.01538,,,,,,,
Q9UI32;Q9UI32,GLS2,NaN,NaN,NaN,12275.05566,NaN,NaN,NaN,NaN,4641.418457,NaN,21463.76953,19754.83398,NaN,42687.79297,37553.71484,15479.24023,37509.09766,13564.84375,16435.56836,8073.67334,,1281.139404,,,,8519.150391,1038.714111,2556.780518
Q9UI36;Q9UI36,DACH1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q9UI38;Q9UI38,PRSS50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q9UI40;Q9UI40,SLC24A2,25280.72656,13588.03418,22618.56836,89488.54688,73111.71094,48030.51953,100584.75,32702.95703,78687.60938,81271.32031,87647.89063,87347.33594,65894.58594,87371.51563,115496.1875,80328,95442.97656,83891.92188,49313.84375,102854.9766,,,,,,,,
Q9UI42;Q9UI42,CPA4,NaN,NaN,NaN,102459.7656,51699.07813,NaN,NaN,NaN,NaN,NaN,NaN,39602.33984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,2343.674072,,,,,
Q9UI43;Q9UI43,MRM2,NaN,NaN,NaN,NaN,NaN,19865.08008,NaN,9191.546875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,8643.587891,,,
Q9UI47;Q9UI47,CTNNA3,41549.05859,6905.066895,27698.58398,NaN,12819.78809,192997.25,NaN,24480.1543,16423.23828,25663.69336,6013.113281,286299.75,79784.71875,26869.87305,NaN,69464.84375,22538.47852,NaN,10623.05664,14680.96289,,,,,,,,
Q9UI95;Q9UI95,MAD2L2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00180769,,,,0.001724603,,,
Q9UIA0;Q9UIA0,CYTH4,67637.90625,32018.64648,181074.4688,175334.4531,81095.13281,146445.2344,181879.3125,90768.25,136776.2188,167282.9063,7340.373535,263468.9063,98034.42969,259233,203583.875,167418.8438,168655.4063,245291.0625,131609.2969,230099.4531,,,,5199.557129,,,,
Q9UIA9;Q9UIA9,XPO7,25642.95117,7191.744629,28397.95508,102678.8516,28989.76758,55576.46484,70849.96875,50488.71094,92136.125,59832.07031,86449.58594,136500.7031,53761.07031,140489.2656,121959.2266,54111.41016,95902.5625,71879.3125,51384.42969,88760.33594,18540.01514,8345.139221,,,383401.3125,,,31086.49609
Q9UIB8;Q9UIB8,CD84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19878.32813,41433.69922,87646.17188,NaN,51798.94141,NaN,21351.10547,NaN,NaN,NaN,NaN,38534.97998,31682.99341,7892.680664,7850.229004,2844.424805,1321.475952,699.4342651,
Q9UIC8;Q9UIC8,LCMT1,47055.98438,33550.875,125463.1719,168050.1406,68073.09375,135708.1406,178647.0313,89840.88281,152719.2188,116351.6953,183004.7031,208443.2188,108063.8906,197441.0469,152492.2969,125502.1797,160103.3438,151196.9688,95091.50781,181014.8125,13036.10876,5738.064209,4630.020508,646.5510864,,,,
Q9UID3;Q9UID3,VPS51,13909.04004,3528.518311,26318.73047,50597.71094,18113.75586,19788.07422,27064.76172,14963.47559,46421.26953,38374.80078,64196.82813,56135.22656,30335.44336,115900.875,164630.5625,76265.6875,107265.7188,108333.9531,72548.625,71103.46875,26357.9541,13512.58472,53848.77344,14390.93848,,,1226938.516,5114.888184
Q9UIF7;Q9UIF7,MUTYH,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q9UIF8;Q9UIF8,BAZ2B,NaN,106249.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25827.05078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4202.39209,,,,,,,
Q9UIF9;Q9UIF9,BAZ2A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100763.7959,18348.27539,360865.623,496413.3574,15482.29443,6005.746582,,
Q9UIG0;Q9UIG0,BAZ1B,1772.848022,NaN,NaN,NaN,8371.385742,17744.1543,NaN,6803.162598,8125.632324,10093.7373,44369.95313,6329.618652,NaN,15452.4873,17018.62305,15825.78418,11856.23438,8385.416992,11616.86328,12774.15723,4821.771973,,,,893.953125,,,
Q9UIG8;Q9UIG8,SLCO3A1,2196.063232,NaN,17676.3457,13564.96973,4871.466797,9981.982422,15531.3125,7317.585938,15998.10156,9931.178711,9087.516602,18939.35742,8087.614258,17553.99023,14374.76465,7469.53125,12840.48047,NaN,NaN,15491.72949,3135.243042,,,,,,,
Q9UII2;Q9UII2,ATP5IF1,10967.87695,158719.2031,NaN,NaN,NaN,NaN,5313.100098,9590.97168,NaN,NaN,245649.4375,NaN,NaN,NaN,NaN,37149.11719,279024.7188,NaN,NaN,5313.07959,,,,32709.48633,,,,
Q9UII4;Q9UII4,HERC5,1087.62854,NaN,NaN,3868.280273,NaN,NaN,NaN,NaN,NaN,NaN,7773.117188,NaN,NaN,NaN,64786.97266,NaN,NaN,NaN,2928.323975,NaN,,,,,,,,
Q9UII6;Q9UII6,DUSP13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,635.0211792,6448.075439,2485.045166,,,,
Q9UIJ5;Q9UIJ5,ZDHHC2,2633.44751,NaN,10614.35938,13547.24707,3548.205078,10350.45313,19631.48633,6729.748535,14559.2959,11087.88672,23334.66992,18029.125,7574.283203,14571.57813,16544.38086,9276.799805,19763.64844,10990.13281,4443.646973,15318.44336,,,,,,,,
Q9UIJ7;Q9UIJ7,AK3,231242.2188,115913.2422,260605.7969,947517.125,341790.4688,594559.4375,764459.75,537378.5,661786.125,555347.5625,488014.8125,612886.1875,463545.5625,763708.625,765853.6875,338629.25,563638.0625,321093.8438,372843.8438,527848.125,40766.94482,131783.8281,,,,15141.02734,,
Q9UIK5;Q9UIK5,TMEFF2,5590.402344,2367.445557,14119.8291,27422.40039,16787.36719,18245.16211,14092.06641,5817.449219,8082.171387,9674.209961,24963.94336,14374.41309,11380.70215,15136.25391,10221.61621,18880.7832,25184.92383,13636.69727,NaN,11773.62109,,,,,8306.980713,8215.648315,22472.24609,16998.05273
Q9UIL1;Q9UIL1,SCOC,NaN,NaN,10012.1416,NaN,1723.270142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q9UIQ6;Q9UIQ6,LNPEP,19732.94336,10782.56543,58252.58203,63208.61328,25561.83008,48169.17188,66530.16406,47833.53906,51984.55078,50508.74609,81991.77344,91014.875,46606.66016,83777.60156,85895.85938,59270.74219,69100.89063,77828.82031,31734.10938,79868.53125,8668.715088,11522.69629,2083.962158,,2572.755615,,1352.221802,17481.8584
Q9UIS9;Q9UIS9,MBD1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4093.251465,NaN,,,,,,,,
Q9UIU6;Q9UIU6,SIX4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,228678.75,NaN,73601.38281,NaN,NaN,NaN,NaN,NaN,,12853.93164,77243.05566,13985.2373,129942.2578,157958.7617,149155.4219,270573.1807
Q9UIV1;Q9UIV1,CNOT7,2421.092285,9446.427734,10428.44922,8961.385742,1537.275269,5554.522461,13447.88965,5317.039063,12821.99219,6283.594727,NaN,9882.572266,2422.092529,11790.25586,15158.88184,6762.364258,18945.14258,20465.60352,4760.460938,42351.94922,2715.824463,,,,,,,
Q9UIW2;Q9UIW2,PLXNA1,42947.24219,13490.83984,83071.375,192382.3594,55078.35547,85353.21094,83651.875,72628.28125,123305.2656,98438.67188,207245.2656,226818.2344,112834.0313,245139.5,209727.1094,156027.9375,144004.2344,187779.4531,95531.35938,183438.6719,6355.838501,4960.235718,,,23595.92944,8722.057861,36209.7063,25869.81567
Q9UIY3;Q9UIY3,RWDD2A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q9UJ04;Q9UJ04,TSPYL4,NaN,NaN,NaN,19158.55078,NaN,12305.48633,6126.720703,NaN,NaN,NaN,NaN,1740.317505,6614.059082,41976.88281,7167.973633,21859.32227,37533.91406,NaN,NaN,NaN,8926.171875,,5206.814453,,,,,
Q9UJ14;Q9UJ14,GGT7,36724.49219,11431.41113,63993.55469,118655.5781,46187.87109,61310.5,99974.89844,68744.75781,82830,100056.5391,150874.1563,155666.9531,77988.36719,122952.9375,137215.625,102321.1875,106057.6328,128950.5234,69836.375,112563.7422,15473.29883,,,,10659.5545,7498.355042,6962.624146,11972.88953
Q9UJ37;Q9UJ37,ST6GALNAC2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,7827.521362,16755.94812,9377.114258,7988.143677
Q9UJ41;Q9UJ41,RABGEF1,12475.40918,6989.765625,39275.375,42988.93359,18792.25,27339.79883,24961.85352,15423.13086,57516.99609,29677.90625,57831.33594,66530.94531,28008.42773,104417.5547,100458.3359,62620.82031,71515.02344,82545.32813,50510.89063,65946.36719,19541.24731,11507.13062,2193.179443,,,,,
Q9UJ68;Q9UJ68,MSRA,5856.238281,592.1442261,3088.226074,59850.43359,14089.87695,19838.42773,19675.84766,14077.62305,28028.85938,NaN,14816.41797,25812.86523,6955.947754,22428.73047,14554.0625,34400.56641,33591.83203,41575.37109,26150.00195,32122.60352,10277.06287,7924.191406,,,,,,
Q9UJ70;Q9UJ70,NAGK,66148.61719,39325.75781,236730.0469,257408.2656,81492.73438,156122.5781,172297.4531,105610.5156,220793.4219,121903.1641,206289.5625,166970.4531,110244.8438,268096.3125,230385.3438,134236.9531,194207.2031,162188.5,145218.2969,188760.9844,15078.31055,4543.524597,,,1699.939392,5681.411499,2817.865234,3292.43335
Q9UJ83;Q9UJ83,HACL1,14682.00391,3396.207031,1861.012085,54410.10156,6477.506836,6414.959961,51408.51953,32059.12109,30078.46094,42012.97266,NaN,11011.24219,3329.119873,10836.10059,7583.928711,8865.727539,39467.79297,26675.20703,30752.76563,41651.12109,,,,,,,,
Q9UJ99;Q9UJ99,CDH22,NaN,NaN,NaN,NaN,NaN,NaN,4121.832031,NaN,NaN,NaN,NaN,35470.48047,NaN,NaN,NaN,NaN,6712.537109,NaN,NaN,NaN,,,,,16135.1167,17478.79541,29298.90625,19401.05713
Q9UJA2;Q9UJA2,CRLS1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q9UJA5;Q9UJA5,TRMT6,2722.94043,899.4857178,6011.332031,5788.191406,2213.05542,7950.19873,11772.19043,2980.851563,7934.994629,6052.770508,12952.41211,10794.19238,5821.077637,8403.915039,7531.039063,2222.173828,9021.740234,8270.263672,5919.179688,8459.375,,,,,,,,
Q9UJA9;Q9UJA9,ENPP5,NaN,2001.669434,11068.79785,14493.44727,8457.511719,10197.43066,16242.9082,14077.0332,12601.31738,9936.619141,15551.56055,18364.77344,10451.12207,20614.99805,27786.76367,10827.9375,13133.14453,45142.72266,NaN,33355.79688,,,,,9231.472656,16474.76025,32127.54126,27982.33398
Q9UJC3;Q9UJC3,HOOK1,NaN,102134.9063,NaN,6493.003418,NaN,NaN,47103.1875,NaN,3837.376709,6181.330566,6333.374512,3807.658203,NaN,14372.74219,19591.33008,8994.935547,11182.96582,13692.31152,10315.1123,22210.79883,,,,,,308.7012024,,
Q9UJC5;Q9UJC5,SH3BGRL2,46756.22656,72560.82813,239918.6875,281173.3438,157007.9531,246032.375,336669.125,217920.1719,323460.1563,193646.9688,161566.0313,372368.0313,254489.0313,396890.0938,476622.6875,265054.0313,354655.5938,270414.8125,185402,493441.2188,35741.78711,17372.87976,3224.469727,1124.675659,,,,
Q9UJD0;Q9UJD0,RIMS3,36097.59375,9852.799805,17337.50195,75104.80469,50085.48438,33393.9375,63820.65234,47495.49609,46553.5,44003.28906,84879.30469,69290.15625,40827.03125,133571.1094,117075.8906,76214.03125,100705.1016,106583.5313,57206.00781,95040.40625,,,,,,,,
Q9UJF2;Q9UJF2,RASAL2,NaN,NaN,13499.91309,NaN,NaN,NaN,NaN,NaN,NaN,3981.345459,11713.86133,NaN,NaN,8585.444336,8345.986328,NaN,11519.99219,1688.927734,6031.945313,7365.117676,13276.35876,59945.51172,,,,,,
Q9UJH8;Q9UJH8,METRN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5609.092773,15990.59009,29323.21973,25385.46411,109410.9097,144681.1006,113203.9248,102704.4443
Q9UJJ7;Q9UJJ7,RPUSD1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q9UJJ9;Q9UJJ9,GNPTG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9656.733398,NaN,NaN,NaN,9294.945313,24138.74023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43498.68555,28910.08594,36773.61426,30468.76367,298285.1035,333865.0674,367531.5557,223823.9561
Q9UJK0;Q9UJK0,TSR3,2274.320068,NaN,5792.541504,18106.375,NaN,NaN,NaN,2651.124756,6483.739258,6406.239258,NaN,18890.9375,5672.07373,13565.24023,NaN,12091.78125,NaN,NaN,2634.734619,NaN,,,,,,,,
Q9UJM3;Q9UJM3,ERRFI1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q9UJP4;Q9UJP4,KLHL21,NaN,NaN,NaN,4717.491211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q9UJQ1;Q9UJQ1,LAMP5,15502.0332,5821.676758,26694.53711,58273.13281,20345.89063,29133.30664,52650.29688,41285.47266,43907.29688,41670.04297,73149.75781,40179.5625,33484.21875,109766.8828,79685.28125,43058.25,42769.16797,50334.31641,17979.30664,14756.40527,,,,,,1216.930054,,
Q9UJQ4;Q9UJQ4,SALL4,NaN,NaN,NaN,6040.883301,NaN,NaN,18390.87305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
Q9UJS0;Q9UJS0,SLC25A13,14960.54785,9747.033203,16535.91992,50578.55859,24504.51367,30304.20117,48919.35938,28948.63867,42464.51172,43287.37109,43570.72266,41695.82813,33297.1875,51767.96094,46030.1875,26101.36719,63256.76953,30897.83008,20669.51563,49901.57813,6805.894409,9840.868042,,,,,,
Q9UJT0;Q9UJT0,TUBE1,NaN,3936.52124,15886.67188,29284.80664,NaN,97878.97656,31047.47852,18983.51758,91841.57813,6241.827637,41928.83984,36566.11328,11042.92578,79158.08594,36455.35547,120938.5703,62522.54297,47159.20703,17754.46289,9570.564453,8897.68457,9282.583008,,,,,,
Q9UJU6;Q9UJU6,DBNL,46960.51953,23262.80664,87668.88281,135697.8125,60897.02344,71717.01563,62156.84375,47148.88281,143291.4531,89094.17969,280578.125,196512.7031,74154.99219,253147.9531,228778.125,157379.5,162949.0156,211034.4531,177513.1563,215776.3438,562388.0273,361929.1523,112488.2266,86877.44702,10163.73267,1737.064697,25620.66602,15788.81445
Q9UJV8;Q9UJV8,PURG,12345.0166,NaN,1158743.625,59370.19922,40647.30469,NaN,87822.10938,44871.58984,117611.7813,58071.76563,55358.07422,49899.57031,37187.53906,85201.82813,84764.6875,35855.82813,48778.89453,130065.7734,102322.6875,138113.9063,,21935.15625,,63473.23828,148796.7461,,25630.40039,22188.86133
Q9UJV9;Q9UJV9,DDX41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54898.97656,NaN,NaN,27071.21289,NaN,7281.607422,6448.041992,,,,,,,
Q9UJW0;Q9UJW0,DCTN4,29549.41797,13028.82715,114430.5234,96547.07813,45250.39453,77895.40625,94188.25781,40096.18359,129855.5234,79011.35156,139269.9844,146733.7656,70961.17188,203946.0625,179126.3594,123290.0859,164682.75,121179.1641,110879.5156,186309.4063,60016.12939,28978.62866,27509.32275,29892.80957,4138.130005,,47780.12183,14982.06641
Q9UJW2;Q9UJW2,TINAG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10701.76733,21880.59326,22610.97339,10220.62207,,,,
Q9UJX2;Q9UJX2,CDC23,1862.8479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8017.651367,12599.74219,NaN,12186.17871,NaN,6218.032715,NaN,17159.41504,1613.85199,,,,,,
Q9UJX3;Q9UJX3,ANAPC7,NaN,NaN,2227.760254,5528.673828,NaN,1026.034912,3302.21167,3801.824707,8418.555664,5183.62793,8995.750977,9152.551758,3090.248291,17004.41016,17365.38477,8862.729492,15627.47266,12653.76465,10173.16602,14526.96875,14780.45825,7916.133789,,,,,,
Q9UJX4;Q9UJX4,ANAPC5,NaN,NaN,NaN,9218.321289,NaN,NaN,NaN,NaN,NaN,11523.71973,NaN,NaN,NaN,6148.625488,12963.5625,NaN,6631.73584,NaN,1123.843018,NaN,5774.830078,,,,,,,
Q9UJX5;Q9UJX5,ANAPC4,29420.62891,14504.70801,12302.18457,17258.37891,109221.6563,99143.08594,107693.3359,194708.4531,150930.6875,135158.4063,2841.164063,11919.43164,11378.38867,22733.17188,10700.54883,29380.99219,35460.07813,43008.35156,42200.75,40578.95313,15493.61523,3889.868408,,,,,,
Q9UJX6;Q9UJX6,ANAPC2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1909.627075,NaN,NaN,2140.883057,NaN,NaN,2094.807861,2147.560303,NaN,12052.56641,2236.321777,,,,,3742.852783,
Q9UJY1;Q9UJY1,HSPB8,21891.79492,19931.92188,143294.875,144588.4375,23966.21484,38677.82813,106560.125,28362.71094,30566.22266,35630.32031,101614.6563,103574.1563,26255.86523,47026.87109,65450.79688,33534.76953,38082.53125,11318.59277,66588.53906,39056.14844,,,,,,,,
Q9UJY4;Q9UJY4,GGA2,1486.57251,4600.114258,5886.938965,31006.94922,19450.18359,10285.40039,13156.55957,19101.93359,30384.39063,13420.88281,38866.59375,47429.47656,20999.66797,1587.184448,78552.55469,NaN,37048.35547,52492.56641,43358.10547,42792.95313,657.0718994,,,,,,2672.590088,
Q9UJY5;Q9UJY5,GGA1,42792.06641,21067.17383,34369.95313,124055.3516,52676.9375,80863.99219,89450.22656,53579.57031,59614.22266,108110.6406,30550.10156,78502.03906,43084.20703,81137.82813,136444.5313,93233.35156,98273.75,124499.0703,77180.875,143065.7031,29926.96484,,,,,,,
